red_fighter,blue_fighter,red_odds,blue_odds,red_winner,red_return,blue_return,odds_diff,age_diff,reach_diff,height_diff,wins_diff,losses_diff,rounds_diff,title_bout_diff,ko_diff,submission_diff,win_streak_diff,lose_streak_diff,longest_win_streak_diff,sig_str_diff,sub_att_diff,td_diff,rank_diff,fight_date,title_bout,weight_class,gender,number_of_rounds,blue_current_lose_streak,blue_current_win_streak,blue_longest_win_streak,blue_losses,blue_total_rounds_fought,blue_total_title_bouts,blue_wins_by_ko,blue_wins_by_submission,blue_wins,blue_stance,blue_height_cms,blue_reach_cms,red_current_lose_streak,red_current_win_streak,red_longest_win_streak,red_losses,red_total_rounds_fought,red_total_title_bouts,red_wins_by_ko,red_wins_by_submission,red_wins,red_stance,red_height_cms,red_reach_cms,red_age,blue_age,b_match_wc_rank,r_match_wc_rank
Chris Camozzi,Tom Watson,-135,115,t,1.7407,0,-250,-5,7.62,2.54000000000002,4,3,16,0,-1,1,0,4,3,8,-0.3077,0,0,2015-08-08,f,Middleweight,MALE,3,1,0,1,4,17,0,1,0,2,Orthodox,185.42,185.42,5,0,4,7,33,0,0,1,6,Orthodox,187.96,193.04,28,33,20,20
Dustin Ortiz,Willie Gates,-480,383,t,1.2083,0,-863,-2,-12.7,-7.62,2,1,11,0,0,0,-1,1,1,-21.9,0.5,-2.4,-9,2015-08-08,f,Flyweight,MALE,3,0,1,1,1,4,0,1,0,1,Orthodox,172.72,177.8,1,0,2,2,15,0,1,0,3,Orthodox,165.1,165.1,26,28,20,11
Frankie Saenz,Sirwan Kakai,105,-125,t,2.05,0,230,9,0,2.53999999999999,1,0,3,0,0,0,1,0,1,-3.5,0,1,-6,2015-08-08,f,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,165.1,167.64,0,2,2,0,6,0,0,0,2,Orthodox,167.64,167.64,34,25,20,14
Chris Dempsey,Jonathan Wilson,105,-125,f,0,1.8,230,-1,-7.62,-10.16,1,1,4,0,0,0,1,0,1,-22.5,0,-1.5,0,2015-08-08,f,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,0,1,1,1,4,0,0,0,1,Orthodox,177.8,182.88,27,28,20,20
Marlon Vera,Roman Salazar,-125,105,t,1.8,0,-230,-5,7.62,2.53999999999999,0,-1,0,0,0,0,0,-1,0,-15.5,-2,-0.5,0,2015-08-08,f,Bantamweight,MALE,3,2,0,0,2,3,0,0,0,0,Orthodox,170.18,170.18,1,0,0,1,3,0,0,0,0,Switch,172.72,177.8,22,27,20,20
Anthony Christodoulou,Scott Holtzman,775,-1200,f,0,1.0833,1975,-3,7.62,0,0,1,2,0,0,0,0,1,0,-9,0,0,0,2015-08-08,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,1,0,0,1,2,0,0,0,0,Orthodox,175.26,182.88,28,31,20,20
Ronda Rousey,Bethe Correia,-1700,1100,t,1.0588,0,-2800,-4,10.16,5.08000000000001,2,0,-1,5,1,3,2,0,2,59.6667,-1,-1.2667,-7,2015-08-01,t,Women's Bantamweight,FEMALE,5,0,3,3,0,8,0,1,0,3,Orthodox,165.1,162.56,0,5,5,0,7,5,2,3,5,Orthodox,170.18,172.72,28,32,7,0
Mauricio Rua,Rogerio Nogueira,-230,190,t,1.4348,0,-420,-6,2.53999999999999,-2.54000000000002,2,5,20,3,4,0,0,1,0,-11.7857,-0.1429,-1.0714,-3,2015-08-01,f,Light Heavyweight,MALE,3,1,0,2,3,15,0,2,0,4,Southpaw,187.96,190.5,2,0,2,8,35,3,6,0,6,Orthodox,185.42,193.04,33,39,11,8
Glaico Franca,Fernando Bruno,-210,175,t,1.4762,0,-385,-9,17.78,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-01,t,Lightweight,MALE,4,0,0,0,0,0,0,0,0,0,Southpaw,167.64,177.8,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,24,33,20,20
Reginaldo Vieira,Dileno Lopes,360,-450,t,4.6,0,810,2,0,5.08000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-01,t,Bantamweight,MALE,4,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,32,30,20,20
Stefan Struve,Minotauro Nogueira,-175,155,t,1.5714,0,-330,-12,17.78,20.32,4,0,4,-2,3,2,0,0,2,1.5714,-0.3571,0.4857,-5,2015-08-01,f,Heavyweight,MALE,3,2,0,2,5,19,2,1,2,5,Orthodox,190.5,195.58,2,0,4,5,23,0,4,4,9,Orthodox,210.82,213.36,27,39,20,15
Antonio Silva,Soa Palelei,160,-185,t,2.6,0,345,-3,-2.54000000000002,0,-2,3,0,1,-2,0,-1,4,-1,-3.2857,0,1.3333,-8,2015-08-01,f,Heavyweight,MALE,3,0,1,3,2,13,0,4,0,4,Orthodox,193.04,205.74,4,0,2,5,13,1,2,0,2,Orthodox,193.04,203.2,35,38,20,12
Claudia Gadelha,Jessica Aguilar,-450,360,t,1.2222,0,-810,-7,0,2.53999999999999,1,1,6,0,0,0,0,1,1,-48.5,-1.5,-6,-18,2015-08-01,f,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,1,0,1,1,6,0,0,0,1,Orthodox,162.56,160.02,26,33,20,2
Demian Maia,Neil Magny,-240,200,t,1.4167,0,-440,10,-20.32,-5.08000000000001,6,4,27,1,-2,5,-5,0,-2,23.95,-0.85,-0.1,-6,2015-08-01,f,Welterweight,MALE,3,0,7,7,2,26,0,3,1,8,Orthodox,190.5,203.2,0,2,5,6,53,1,1,6,14,Southpaw,185.42,182.88,37,27,12,6
Rafael Feijao,Patrick Cummins,165,-190,f,0,1.5263,355,1,-7.62,-2.54000000000002,-2,0,-5,0,0,0,0,0,-2,21.1333,0.2,3.6,6,2015-08-01,f,Light Heavyweight,MALE,3,1,0,3,2,10,0,1,0,3,Orthodox,187.96,193.04,1,0,1,2,5,0,1,0,1,Orthodox,185.42,185.42,35,34,14,20
Warlley Alves,Nordine Taleb,-340,280,t,1.2941,0,-620,-10,-5.08000000000001,-5.07999999999998,-1,0,-3,1,0,1,-1,0,-1,17,-1,2.5,0,2015-08-01,f,Welterweight,MALE,3,0,3,3,0,9,0,0,0,3,Orthodox,185.42,187.96,0,2,2,0,6,1,0,1,2,Orthodox,180.34,182.88,24,34,20,20
Iuri Alcantara,Leandro Issa,-250,210,t,1.4,0,-460,3,5.08000000000001,5.07999999999998,4,3,17,0,2,-2,-2,1,1,3.3667,1.1667,0.6,-7,2015-08-01,f,Bantamweight,MALE,3,0,2,2,1,7,0,0,2,2,Orthodox,170.18,175.26,1,0,3,4,24,0,2,0,6,Southpaw,175.26,180.34,34,31,20,13
Vitor Miranda,Clint Hester,120,-140,t,2.2,0,260,8,0,-2.54000000000002,-3,0,-9,1,0,0,1,-1,-3,29.1,0,0.8,0,2015-08-01,f,Middleweight,MALE,3,1,0,4,1,13,0,1,0,4,Orthodox,187.96,195.58,0,1,1,1,4,1,1,0,1,Orthodox,185.42,195.58,36,28,20,20
Hugo Viana,Guido Cannetti,-600,450,f,0,5.5,-1050,-3,-2.53999999999999,0,3,1,9,0,1,0,0,0,2,-3.4,0,1,0,2015-08-01,f,Bantamweight,MALE,3,1,0,0,1,2,0,0,0,0,Southpaw,167.64,172.72,1,0,2,2,11,0,1,0,3,Orthodox,167.64,170.18,32,35,20,20
TJ Dillashaw,Renan Barao,-200,170,t,1.5,0,-370,1,-7.62,0,-1,1,-3,-2,2,-2,2,0,-3,-11.3333,-0.8889,-0.2222,-1,2015-07-25,t,Bantamweight,MALE,5,0,1,7,1,27,5,2,3,8,Orthodox,167.64,177.8,0,3,4,2,24,3,4,1,7,Orthodox,167.64,170.18,29,28,1,0
Miesha Tate,Jessica Eye,-200,170,t,1.5,0,-370,0,-2.53999999999999,0,2,0,7,1,0,0,2,0,2,33.6,-1.4,-1.2,-3,2015-07-25,f,Women's Bantamweight,FEMALE,3,0,1,1,2,8,0,0,0,1,Orthodox,167.64,167.64,0,3,3,2,15,1,0,0,3,Orthodox,167.64,165.1,28,28,5,2
Edson Barboza,Paul Felder,-155,135,t,1.6452,0,-290,-2,12.7,0,7,3,22,0,4,0,-2,1,2,5.0833,-0.0833,0.1667,-13,2015-07-25,f,Lightweight,MALE,3,0,2,2,0,5,0,1,0,2,Orthodox,180.34,177.8,1,0,4,3,27,0,5,0,9,Orthodox,180.34,190.5,29,31,20,7
Joe Lauzon,Takanori Gomi,-310,255,t,1.3226,0,-565,-5,2.53999999999999,7.62,7,2,16,0,0,7,0,0,1,21.2222,-1.4444,-1.1667,0,2015-07-25,f,Lightweight,MALE,3,1,0,2,5,19,0,2,0,4,Southpaw,170.18,177.8,1,0,3,7,35,0,2,7,11,Orthodox,177.8,180.34,31,36,20,20
Gian Villante,Tom Lawlor,-220,180,f,0,2.8,-400,-3,5.07999999999998,7.62,-2,-2,-5,0,1,-2,1,0,0,-32.1778,1,0.8667,-5,2015-07-25,f,Light Heavyweight,MALE,3,0,1,2,4,19,0,1,2,5,Southpaw,182.88,187.96,0,2,2,2,14,0,2,0,3,Orthodox,190.5,193.04,29,32,20,15
Jim Miller,Danny Castillo,-140,120,t,1.7143,0,-260,-4,0,-2.53999999999999,6,1,13,0,0,6,0,0,4,6.1623,-1.5395,1.1535,0,2015-07-25,f,Lightweight,MALE,3,2,0,3,5,31,0,2,0,7,Orthodox,175.26,180.34,2,0,7,6,44,0,2,6,13,Southpaw,172.72,180.34,31,35,20,20
Kenny Robertson,Ben Saunders,-135,115,f,0,2.15,-250,-1,-7.62,-10.16,-2,0,-3,0,-1,-1,1,0,0,-8.0476,0.2857,-0.746,0,2015-07-25,f,Welterweight,MALE,3,0,2,3,3,17,0,2,3,6,Orthodox,187.96,195.58,0,3,3,3,14,0,1,2,4,Orthodox,177.8,187.96,31,32,20,20
Eddie Wineland,Bryan Caraway,-140,120,f,0,2.2,-260,1,2.53999999999999,-2.53999999999999,-1,2,0,1,2,-4,0,0,0,-10.0476,1,2.2143,-6,2015-07-25,f,Bantamweight,MALE,3,1,0,2,2,16,0,0,4,4,Orthodox,172.72,172.72,1,0,2,4,16,1,2,0,3,Orthodox,170.18,175.26,31,30,12,6
Daron Cruickshank,James Krause,-200,170,f,0,2.7,-370,1,-2.53999999999999,-15.24,4,2,15,0,2,-1,0,0,1,25.8182,0.0182,-1.1636,0,2015-07-25,f,Lightweight,MALE,3,2,0,1,3,11,0,1,1,2,Orthodox,187.96,185.42,2,0,2,5,26,0,3,0,6,Switch,172.72,182.88,30,29,20,20
Ramsey Nijem,Andrew Holbrook,-155,135,f,0,2.35,-290,-2,12.7,0,5,4,17,1,2,0,0,1,3,-25.4444,-0.6667,-2.6667,0,2015-07-25,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,1,0,3,4,17,1,2,0,5,Orthodox,180.34,190.5,27,29,20,20
Jessamyn Duke,Elizabeth Phillips,130,-150,f,0,1.6667,280,1,20.32,12.7,1,0,1,0,0,0,0,0,1,-18.3333,-1,-0.6667,0,2015-07-25,f,Women's Bantamweight,FEMALE,3,2,0,0,2,6,0,0,0,0,Orthodox,167.64,165.1,2,0,1,2,7,0,0,0,1,Orthodox,180.34,185.42,29,28,20,20
Zak Cummings,Dominique Steele,-380,340,t,1.2632,0,-720,3,2.53999999999999,5.07999999999998,2,1,6,0,0,1,0,1,2,-17,-0.6667,-1.6667,0,2015-07-25,f,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,1,0,2,1,6,0,0,1,2,Southpaw,182.88,190.5,30,27,20,20
Michael Bisping,Thales Leites,-135,115,t,1.7407,0,-250,3,-7.62,0,6,4,28,0,7,-4,-4,0,-1,-29.5619,0.9365,0.7157,-1,2015-07-18,f,Middleweight,MALE,5,0,5,5,3,31,1,2,4,10,Orthodox,185.42,198.12,0,1,4,7,59,1,9,0,16,Orthodox,185.42,190.5,36,33,10,9
Ross Pearson,Evan Dunham,-245,205,f,0,3.05,-450,-3,-2.54000000000002,-5.08000000000001,1,0,2,1,3,-1,0,0,-1,19.9762,0.8571,0.5476,0,2015-07-18,f,Lightweight,MALE,3,0,1,4,6,34,0,1,1,8,Southpaw,177.8,177.8,0,1,3,6,36,1,4,0,9,Orthodox,172.72,175.26,30,33,20,20
Joe Duffy,Ivan Jorge,-1000,650,t,1.1,0,-1650,-7,0,2.54000000000002,-1,-1,-8,0,1,0,0,0,0,37.3333,0.6667,1.6667,0,2015-07-18,f,Lightweight,MALE,3,0,1,1,1,9,0,0,0,2,Orthodox,175.26,185.42,0,1,1,0,1,0,1,0,1,Orthodox,177.8,185.42,27,34,20,20
Joanne Calderwood,Cortney Casey,-230,190,t,1.4348,0,-420,1,-5.08000000000001,-2.54000000000002,1,1,4,0,0,0,0,1,1,-60,0,-1,-11,2015-07-18,f,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,1,0,1,1,4,0,0,0,1,Orthodox,167.64,165.1,29,28,20,9
Leon Edwards,Pawel Pawlak,-400,325,t,1.25,0,-725,-3,2.54000000000002,0,0,0,-2,0,1,0,0,0,0,7.5,0,1.5,0,2015-07-18,f,Welterweight,MALE,3,0,1,1,1,6,0,0,0,1,Orthodox,182.88,185.42,0,1,1,1,4,0,1,0,1,Southpaw,182.88,187.96,23,26,20,20
Stevie Ray,Leonardo Mafra,-225,185,t,1.4444,0,-410,-1,0,0,0,-2,-6,0,1,0,0,0,0,15,-1.6667,1.6667,0,2015-07-18,f,Lightweight,MALE,3,0,1,1,2,8,0,0,0,1,Orthodox,177.8,177.8,0,1,1,0,2,0,1,0,1,Southpaw,177.8,177.8,25,26,20,20
Paddy Holohan,Vaughan Lee,-145,125,t,1.6897,0,-270,-5,7.62,10.16,-1,-3,-7,0,0,0,1,-1,0,7,-0.4286,-1.4286,0,2015-07-18,f,Flyweight,MALE,3,1,0,1,4,14,0,0,1,3,Orthodox,167.64,167.64,0,1,1,1,7,0,0,1,2,Orthodox,177.8,175.26,27,32,20,20
Ilir Latifi,Hans Stringer,-235,195,t,1.4255,0,-430,3,0,-12.7,1,1,1,0,1,1,0,0,1,29.5,-0.5,1.25,0,2015-07-18,f,Light Heavyweight,MALE,3,1,0,1,1,5,0,0,0,1,Orthodox,190.5,185.42,1,0,2,2,6,0,1,1,2,Orthodox,177.8,185.42,31,28,20,20
Mickael Lebout,Teemu Packalen,120,-140,t,2.2,0,260,-1,2.53999999999999,-5.07999999999998,0,1,3,0,0,0,0,1,0,-47,0,0,0,2015-07-18,f,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,1,0,0,1,3,0,0,0,0,Orthodox,180.34,185.42,27,28,20,20
Rob Whiteford,Paul Redmond,-160,140,t,1.625,0,-300,4,-2.54000000000002,-2.54000000000002,1,0,2,0,0,0,1,-1,1,-18.5,0,-2.5,0,2015-07-18,f,Featherweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,177.8,177.8,0,1,1,1,5,0,0,0,1,Southpaw,175.26,175.26,32,28,20,20
Marcus Brimage,Jimmie Rivera,130,-140,f,0,1.7143,270,4,7.62,0,4,3,17,0,1,0,0,1,3,-44.2857,0,-0.4286,0,2015-07-18,f,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,1,0,3,3,17,0,1,0,4,Southpaw,162.56,180.34,30,26,20,20
Daniel Omielanczuk,Chris de la Rocha,-130,120,t,1.7692,0,-250,-4,-15.24,-7.62,1,2,9,0,1,0,0,2,1,-31.6667,-0.3333,-1,0,2015-07-18,f,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,2,0,1,2,9,0,1,0,1,Southpaw,182.88,187.96,32,36,20,20
Frank Mir,Todd Duffee,165,-190,t,2.65,0,355,7,0,0,12,8,32,5,1,8,-1,0,2,8.3333,-0.875,-0.8333,-10,2015-07-15,f,Heavyweight,MALE,5,0,2,2,1,6,0,3,0,3,Orthodox,190.5,200.66,0,1,4,9,38,5,4,8,15,Southpaw,190.5,200.66,36,29,20,10
Josh Thomson,Tony Ferguson,230,-270,f,0,1.3704,500,5,-12.7,-2.53999999999999,-5,2,-1,-1,0,-3,-5,2,-3,1,0.7778,-1,-2,2015-07-15,f,Lightweight,MALE,3,0,5,5,1,16,1,2,3,8,Orthodox,180.34,193.04,2,0,2,3,15,0,2,0,3,Orthodox,177.8,180.34,36,31,11,9
Holly Holm,Marion Reneau,-255,215,t,1.3922,0,-470,-5,2.53999999999999,5.08000000000001,-1,0,-1,0,0,-1,-1,0,-1,1.5,0.5,0,-1,2015-07-15,f,Women's Bantamweight,FEMALE,3,0,2,2,0,4,0,0,1,2,Orthodox,167.64,172.72,0,1,1,0,3,0,0,0,1,Southpaw,172.72,175.26,33,38,11,10
Scott Jorgensen,Manvel Gamburyan,170,-200,f,0,1.5,370,-2,-2.54000000000002,0,-1,-1,-6,-1,1,-2,-1,1,0,-15.6833,0.3,0.2833,0,2015-07-15,f,Bantamweight,MALE,3,0,1,2,7,28,1,0,3,5,Orthodox,165.1,170.18,1,0,2,6,22,0,1,1,4,Orthodox,165.1,167.64,32,34,20,20
Kevin Lee,James Moontasri,-315,285,t,1.3175,0,-600,-5,15.24,-2.54000000000002,2,0,7,0,0,-1,2,0,2,-22.5,-0.75,-3.25,0,2015-07-15,f,Lightweight,MALE,3,0,1,1,1,5,0,0,1,1,Switch,177.8,180.34,0,3,3,1,12,0,0,0,3,Orthodox,175.26,195.58,22,27,20,20
Alan Jouban,Matt Dwyer,-500,400,t,1.2,0,-900,8,-7.62,-10.16,1,0,3,0,1,0,0,0,0,-32.1667,0,0,0,2015-07-15,f,Welterweight,MALE,3,0,1,1,1,2,0,1,0,1,Orthodox,193.04,193.04,0,1,1,1,5,0,2,0,2,Southpaw,182.88,185.42,33,25,20,20
Sam Sicilia,Yaotzin Meza,-265,225,t,1.3774,0,-490,-5,-17.78,-2.53999999999999,2,1,4,0,3,-1,0,0,0,-10.15,1.15,0,0,2015-07-15,f,Featherweight,MALE,3,0,1,1,3,12,0,0,1,2,Orthodox,175.26,187.96,0,1,1,4,16,0,3,0,4,Orthodox,172.72,170.18,29,34,20,20
Jessica Andrade,Sarah Moras,-500,400,t,1.2,0,-900,-4,-12.7,-15.24,2,2,7,0,0,1,-1,1,2,-46.4,-0.6,-0.2,-7,2015-07-15,f,Women's Bantamweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,170.18,170.18,1,0,3,2,10,0,0,1,3,Orthodox,154.94,157.48,23,27,20,13
Rani Yahya,Masanori Kanehara,115,-135,t,2.15,0,250,-2,0,-2.54000000000002,4,3,16,0,0,2,0,0,2,17.5,0.625,0,0,2015-07-15,f,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,170.18,170.18,0,1,3,3,19,0,0,2,5,Orthodox,167.64,170.18,30,32,20,20
Igor Araujo,Sean Strickland,375,-470,f,0,1.2128,845,10,2.54000000000002,0,0,0,1,0,0,-1,0,0,0,23.6667,-0.3333,0.3333,0,2015-07-15,f,Welterweight,MALE,3,1,0,2,1,7,0,0,1,2,Orthodox,185.42,193.04,1,0,2,1,8,0,0,0,2,Orthodox,185.42,195.58,34,24,20,20
Kevin Casey,Ildemar Alcantara,120,-140,t,2.2,0,260,2,-2.53999999999999,-7.62,-4,0,-14,0,0,-1,-1,2,-2,13.5,0,2.1667,0,2015-07-15,f,Middleweight,MALE,3,0,1,2,2,17,0,0,1,4,Orthodox,187.96,198.12,2,0,0,2,3,0,0,0,0,Southpaw,180.34,195.58,34,32,20,20
Andrew Craig,Lyman Good,230,-270,f,0,1.3704,500,-1,5.07999999999998,2.53999999999999,3,3,16,0,1,0,0,2,2,-30.8333,0,-0.5,0,2015-07-15,f,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,2,0,2,3,16,0,1,0,3,Orthodox,185.42,193.04,29,30,20,20
Jake Ellenberger,Stephen Thompson,205,-245,f,0,1.4082,450,-2,-10.16,-7.62,4,4,18,0,1,1,-3,0,2,23.9286,-0.2857,-0.9048,-11,2015-07-12,f,Welterweight,MALE,5,0,4,4,1,13,0,3,0,5,Orthodox,182.88,190.5,0,1,6,5,31,0,4,1,9,Orthodox,175.26,180.34,30,32,20,9
Kamaru Usman,Hayder Hassan,-240,200,t,1.4167,0,-440,-4,15.24,5.07999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-12,t,Welterweight,MALE,4,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,0,0,0,0,0,0,0,0,0,Switch,182.88,193.04,28,32,20,20
Michael Graves,Vicente Luque,160,-185,t,2.6,0,345,1,-10.16,-2.53999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-12,f,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,24,23,20,20
Jorge Masvidal,Cezar Ferreira,-200,170,t,1.5,0,-370,0,-10.16,-5.07999999999998,1,0,8,-1,0,0,0,0,0,-38.8571,-0.4048,-0.881,0,2015-07-12,f,Welterweight,MALE,3,1,0,3,2,12,1,0,1,4,Southpaw,185.42,198.12,1,0,3,2,20,0,0,1,5,Orthodox,180.34,187.96,30,30,20,20
Angela Magana,Michelle Waterson,650,-1000,f,0,1.1,1650,2,7.62,-5.08000000000001,0,1,3,0,0,0,0,1,0,-37,0,0,0,2015-07-12,f,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,1,0,0,1,3,0,0,0,0,Orthodox,154.94,165.1,31,29,20,20
Maximo Blanco,Mike de la Torre,155,-175,t,2.55,0,330,3,0,-7.62,2,1,11,0,-1,0,1,0,1,-25.5,-0.1667,-1.3333,0,2015-07-12,f,Featherweight,MALE,3,0,1,1,2,5,0,1,0,1,Orthodox,180.34,180.34,0,2,2,3,16,0,0,0,3,Orthodox,172.72,180.34,31,28,20,20
Josh Samman,Caio Magalhaes,100,-120,t,2,0,220,0,15.24,5.08000000000001,-2,-1,-6,0,0,-1,-2,0,-2,-3.5,1,0.1,0,2015-07-12,f,Middleweight,MALE,3,0,4,4,1,10,0,2,1,4,Orthodox,185.42,185.42,0,2,2,0,4,0,2,0,2,Orthodox,190.5,200.66,27,27,20,20
Russell Doane,Jerrod Sanders,-470,375,f,0,4.75,-845,-7,-5.07999999999998,-2.53999999999999,2,-1,6,0,0,1,0,-1,2,-25.5,-0.3333,-3,0,2015-07-12,f,Bantamweight,MALE,3,2,0,0,2,2,0,0,0,0,Orthodox,172.72,182.88,1,0,2,1,8,0,0,1,2,Orthodox,170.18,177.8,28,35,20,20
Dan Miller,Trevor Smith,-105,-115,f,0,1.8696,10,0,-2.53999999999999,-5.08000000000001,4,3,18,0,0,4,0,0,2,15.45,-0.45,-0.45,0,2015-07-12,f,Middleweight,MALE,3,1,0,1,3,11,0,0,0,2,Orthodox,190.5,190.5,1,0,3,6,29,0,0,4,6,Orthodox,185.42,187.96,34,34,20,20
George Sullivan,Dominic Waters,-250,210,t,1.4,0,-460,8,-15.24,-2.53999999999999,2,1,8,0,1,0,0,1,2,-47.6667,0,-1,0,2015-07-12,f,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,1,0,2,1,8,0,1,0,2,Orthodox,182.88,185.42,34,26,20,20
Darrell Montague,Willie Gates,120,-130,f,0,1.7692,250,-1,-7.62,-5.08000000000001,0,1,1,0,0,0,0,1,0,4,0,-0.5,0,2015-07-12,f,Flyweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,172.72,177.8,2,0,0,2,4,0,0,0,0,Southpaw,167.64,170.18,27,28,20,20
Chad Mendes,Conor McGregor,165,-190,f,0,1.5263,355,4,-20.32,-7.62,3,2,14,2,1,0,-4,0,0,3,-0.2,-1,-1,2015-07-11,t,Featherweight,MALE,5,0,5,5,0,8,0,4,0,5,Southpaw,175.26,187.96,0,1,5,2,22,2,5,0,8,Orthodox,167.64,167.64,30,26,3,2
Robbie Lawler,Rory MacDonald,145,-165,t,2.45,0,310,8,-5.07999999999998,-2.53999999999999,1,2,10,2,2,-1,0,0,-2,0.4156,0.4545,0.7662,-2,2015-07-11,t,Welterweight,MALE,5,0,3,5,2,28,0,3,1,9,Orthodox,182.88,193.04,0,3,3,4,38,2,5,0,10,Southpaw,180.34,187.96,33,25,2,0
Dennis Bermudez,Jeremy Stephens,-245,205,f,0,3.05,-450,-1,-12.7,-5.08000000000001,-3,-8,-33,1,-3,2,0,-1,4,-14.2667,-0.7722,-1.7611,-3,2015-07-11,f,Featherweight,MALE,3,2,0,3,10,53,0,4,0,10,Orthodox,172.72,180.34,1,0,7,2,20,1,1,2,7,Orthodox,167.64,167.64,28,29,11,8
Gunnar Nelson,Brandon Thatch,150,-170,t,2.5,0,320,-3,-5.08000000000001,-7.62,2,0,6,0,-2,3,0,0,2,-2.2667,-0.8,-0.2,-5,2015-07-11,f,Welterweight,MALE,3,1,0,2,1,6,0,2,0,2,Switch,187.96,187.96,1,0,4,1,12,0,0,3,4,Switch,180.34,182.88,26,29,20,15
Brad Pickett,Thomas Almeida,500,-700,f,0,1.1429,1200,13,-5.08000000000001,-2.54000000000002,2,5,17,0,0,1,-2,2,0,38.1667,-0.2222,-1.6667,6,2015-07-11,f,Bantamweight,MALE,3,0,2,2,0,4,0,1,0,2,Southpaw,170.18,177.8,2,0,2,5,21,0,1,1,4,Orthodox,167.64,172.72,36,23,14,20
Matt Brown,Tim Means,-150,130,t,1.6667,0,-280,3,0,-5.08000000000001,6,4,22,0,7,0,-4,2,3,9.7661,-0.9357,-0.3801,-15,2015-07-11,f,Welterweight,MALE,3,0,4,4,3,23,0,2,1,6,Orthodox,187.96,190.5,2,0,7,7,45,0,9,1,12,Orthodox,182.88,190.5,34,31,20,5
Mike Swick,Alex Garcia,375,-470,f,0,1.2128,845,9,12.7,10.16,8,3,21,0,4,2,0,0,3,5.8571,-0.3571,3.0952,0,2015-07-11,f,Welterweight,MALE,3,1,0,2,1,7,0,1,0,2,Orthodox,175.26,182.88,1,0,5,4,28,0,5,2,10,Orthodox,185.42,195.58,36,27,20,20
Cathal Pendred,John Howard,-135,115,f,0,2.15,-250,-5,10.16,15.24,-2,-6,-21,0,-2,1,4,-3,0,-7.9167,0.1667,-0.6667,0,2015-07-11,f,Welterweight,MALE,3,3,0,4,6,32,0,2,0,6,Orthodox,170.18,180.34,0,4,4,0,11,0,0,1,4,Orthodox,185.42,190.5,27,32,20,20
Cody Garbrandt,Henry Briones,-1000,650,t,1.1,0,-1650,-10,-10.16,0,0,0,1,0,1,-1,0,0,0,-17,1,-1,0,2015-07-11,f,Bantamweight,MALE,3,0,1,1,0,2,0,0,1,1,Orthodox,172.72,175.26,0,1,1,0,3,0,1,0,1,Orthodox,172.72,165.1,24,34,20,20
Neil Seery,Louis Smolka,115,-135,f,0,1.7407,250,12,-10.16,-12.7,0,0,0,0,-1,0,1,0,1,12.6667,-1,-0.3333,0,2015-07-11,f,Flyweight,MALE,3,0,1,1,1,9,0,1,0,2,Orthodox,175.26,172.72,0,2,2,1,9,0,0,0,2,Orthodox,162.56,162.56,35,23,20,20
